[REFCODE]	[_publ_authors]	[_journal_name_full]	[_journal_volume]	[_journal_pages]	[_journal_year]	[_chemical_formula_moiety]	[_chemical_name_systematic]	[_chemical_name_common]	[_chemical_compound_source]	[_chemical_melting_point]	[_exptl_crystal_colour]	[_chemical_QUAL]	[_chemical_NOTE]	[_symmetry_space_group_name]	[_symmetry_Int_Tables_number]	[_cell_length_a]	[_cell_length_b]	[_cell_length_c]	[_cell_angle_alpha]	[_cell_angle_beta]	[_cell_angle_gamma]	[_cell_volume]	[_rcell_length_a]	[_rcell_length_b]	[_rcell_length_c]	[_rcell_angle_alpha]	[_rcell_angle_beta]	[_rcell_angle_gamma]	[_rcell_volume]	[_molecular_volume]	[_cell_RESIDUES]	[_cell_formula_units_Z]	[_cell_formula_units_Zprime]	[_exptl_crystal_preparation]	[_exptl_crystal_description]	[POLYMORPH]	[_exptl_crystal_NOTES]	[_refine_ls_R_factor]	[_cell_measurement_temperature]	[_exptl_crystal_density_CCDC]	[_exptl_crystal_density_diffrn]	[_diffrn_measurement_device]	[_exptl_DISORDER]	[_exptl_QUAL]	[_ccdc_REMARK]	
HINCIT	A.Shylaja, S.S.Roja, R.V.Priya, R.R.Kumar	J.Org.Chem. 	83	14084	2018	C23 H16 Cl1 N5	2-amino-4-(4-chlorophenyl)-7-phenyl-6,7-dihydro-5H-pyrazolo[3,4-h]quinoline-3-carbonitrile			253 deg.C	colorless			P-1	2	10.4367	10.9382	17.4996	95.746	94.601	93.95	1975.321	10.4367	10.9382	17.4996	95.746	94.601	93.95	1975.321	493.83025	1	4.0	2.0		block			6.55	293	1.338	1.338	3		293 K		
HIQPIJ	V.F.S.Pape, N.V.May, G.Tamas Gal, I.Szatmari, F.Szeri, F.Fulop, G.Szakacs, E.A.Enyedy	Dalton Trans. 	47	17032	2018	C17 H15 Cl1 F1 N2 O1 1+,H2 O1,Cl1 1-	(5-chloro-8-hydroxyquinolin-7-yl)-N-[(2-fluorophenyl)methyl]methylammonium chloride monohydrate				green			P-1	2	7.022	9.497	13.823	95.43	101.79	99.44	882.287	7.022	9.497	13.823	95.43	101.79	99.44	882.287	441.1435	3	2.0	1.0		Chunk			3.85	293	1.397	1.397	3		293 K		
HIRDOC	A.Saeed, U.Florke	Acta Crystallogr.,Sect.E:Struct.Rep.Online 	63	o4614	2007	C12 H14 Cl2 N2 O1 S1	1-(2,4-Dichlorophenyl)-3-pivaloylthiourea				colorless			P-1	2	5.7613	10.672	11.687	89.971	87.442	79.142	704.98	5.7613	10.672	11.687	89.971	87.442	79.142	704.98	352.49	1	2.0	1.0	water/ethanol	prism			3.09	153	1.438	1.438	3				
HIRTIM	Liang-Zhong Xu, Gong-Sheng Zhang, Xu Yi, Guang-Wei An, Zhong-Jie Xu	Acta Crystallogr.,Sect.E:Struct.Rep.Online 	63	o4848	2007	C20 H15 Cl4 N3 O1	1,5-bis(2,6-Dichlorophenyl)-3-((1H-1,2,4-triazol-1-yl)methyl)penta-1,4-dien-3-ol				colorless			P21/c	14	8.3413	10.652	22.229	90.0	94.32	90.0	1969.469	8.3413	10.652	22.229	90.0	94.32	90.0	1969.469	492.36725	1	4.0	1.0	methanol	block			3.09	153	1.535	1.535	3				
HISDEV	N.Pai, S.Foro, B.T.Gowda	Acta Crystallogr.,Sect.E:Cryst.Commun. 	74	1826	2018	C18 H20 Cl1 N3 O2 S1	4-chloro-N'-{[4-(piperidin-1-yl)phenyl]methylidene}benzene-1-sulfonohydrazide				red			C2/c	15	33.052	5.258	43.026	90.0	94.05	90.0	7458.705	5.258	16.73381	43.026	93.9996	90.0	99.039	3729.353	466.1690625	1	16.0	2.0		prism			7.51	293	1.346	1.346	3		293 K		
HISDIX	A.Saeed, S.Hussain, M.Bolte	Acta Crystallogr.,Sect.E:Struct.Rep.Online 	63	o4843	2007	C13 H8 Cl2 N2 O3	N-(2,4-Dichlorophenyl)-2-nitrobenzamide				light brown			P21/n	14	11.4761	8.8577	13.8105	90.0	106.893	90.0	1343.285	8.8577	11.4761	13.8105	106.893	90.0	90.0	1343.285	335.82125	1	4.0	1.0	benzene	block			3.36	173	1.538	1.538	3				
HISTUB02	H.Yamaguchi, T.Kida, M.Hagiwara, Y.Isawasaki, R.Otsuka, Y.Hosokoshi	Physical Review B: covering condensed matter and materials physics 	95	235135	2017	C20 H14 Cl3 N4	3-(2,3,5-trichlorophenyl)-1,5-diphenylverdazyl radical				green	, Magnetic properties		P21/c	14	8.925	10.567	19.428	90.0	101.624	90.0	1794.686	8.925	10.567	19.428	90.0	101.624	90.0	1794.686	448.6715	1	4.0	1.0	acetonitrile				3.05	25	1.542	1.542	3				
HISXIT	J.Campanini-Salinas, J.Andrades-Lagos, G.G.Rocha, D.Choquesillo-Lazarte, S.B.Dragnic, M.Faundez, P.Alarcon, F.Silva, R.Vidal, E.Salas-Huenuleo, M.Kogan, J.Mella, G.R.Gajardo, D.Vasquez-Velasquez	Molecules 	23	1776	2017	C21 H16 Cl1 N3 O4 S1	8-[(4-chlorophenyl)sulfanyl]-6-ethyl-2,4-dimethylpyrimido[4,5-c]isoquinoline-1,3,7,10(2H,4H)-tetrone				orange			Fdd2	43	31.777	55.879	4.4937	90.0	90.0	90.0	7979.315	4.4937	16.04658	28.0297	89.3569	85.4023	81.951	1994.829	498.7071875	1	16.0	1.0		prism			3.85	298	1.471	1.471	3		298 K		
HIXPUB	R.N.Osorio-Yanez, C.Crisostomo-Lucas, E.Santacruz-Juarez, R.Reyes-Martinez, D.Morales-Morales	Acta Crystallogr.,Sect.E:Struct.Rep.Online 	70	o529	2014	C12 H6 Cl4 S2	bis(2,3-dichlorophenyl) disulfide				colorless			P-1	2	7.7149	7.7326	12.748	91.472	91.233	114.859	689.368	7.7149	7.7326	12.748	91.472	91.233	114.859	689.368	344.684	1	2.0	1.0		prism			3.51	298	1.716	1.715	3		at 298 K		
HIXQIQ	K.Dong, Y.Wang	Acta Crystallogr.,Sect.E:Struct.Rep.Online 	70	o527	2014	C19 H17 Cl1 N2 O5	benzyl 2-(5-chloro-2-hydroxy-2-(methoxycarbonyl)-2,3-dihydro-1H-inden-1-ylidene)hydrazinecarboxylate				colorless			P-1	2	8.362	10.627	11.47	108.575	99.377	100.886	921.126	8.362	10.627	11.47	108.575	99.377	100.886	921.126	460.563	1	2.0	1.0		prismatic			5.33	293	1.402	1.402	3		at 293 K		
HIYHEC	P.Beuchet, J.-M.Leger, M.Varache-Lembege, A.Nuhrich	Acta Crystallogr.,Sect.C:Cryst.Struct.Commun. 	55	791	1999	C17 H14 Cl2 N2 O4 S2	2,4-Dichloro-N-(2,3-dihydro-4-(2,5-dimethoxyphenyl)thiazol-2-ylidene)benzenesulfonamide.			421-423K	white	potential antifungal activity		P-1	2	12.369	12.998	13.39	63.54	88.97	79.89	1892.87	12.369	12.998	13.39	63.54	88.97	79.89	1892.87	473.2175	1	4.0	2.0	acetone/heptane	prism			4.1	295	1.563	1.563	3				
HMXCBP10	B.W.Liebich	Acta Crystallogr.,Sect.B:Struct.Crystallogr.Cryst.Chem. 	32	431	1976	C14 H11 Cl1 O3	2-Hydroxy-4-methoxy-4'-chlorobenzophenone							C2/c	15	25.04	3.935	29.53	90.0	122.0	90.0	2467.533	3.935	12.67365	25.3141	82.2902	85.5423	81.0691	1233.767	308.441625	1	8.0	1.0					5.0	295	1.414	1.416	3				
HOCBOT	K.Schwarzer, A.Bellan, Maximilian Zoschg, K.Kargaghiosoff, P.Knochel	Chem.-Eur.J. 	25	9415	2019	C16 H15 Cl3 N2 S1	methyl 4-(dimethylamino)-N-(2,4,6-trichlorophenyl)benzene-1-carboximidothioate	methyl 4-(dimethylamino)-N-(2,4,6-trichlorophenyl)benzimidothioate			colorless			P21/c	14	14.795	14.1281	7.9784	90.0	101.126	90.0	1636.343	7.9784	14.1281	14.795	90.0	101.126	90.0	1636.343	409.08575	1	4.0	1.0		platelet			5.02	140	1.517	1.517	3				
HOCYIH	L.Yu.Ukhin, V.A.Kharlanov, E.V.Solomovich, O.V.Shishkin	Izv.Akad.Nauk SSSR,Ser.Khim.(Russ.)(Russ.Chem.Bull.) 		959	1999	C17 H19 Cl2 N1 O2	5,7-Dichloro-4a-(N-morpholino)-1,2,3,4-tetrahydro-4aH-xanthene			145-148deg.C	colorless			P21/c	14	8.017	14.128	14.572	90.0	91.11	90.0	1650.176	8.017	14.128	14.572	90.0	91.11	90.0	1650.176	412.544	1	4.0	1.0					4.3	295	1.37	1.37	3				
HODQOG	E.M.Elssfah, K.Chinnakali, H.-K.Fun, I.W.Mathison, E.K.Gan, M.Zubaid, T.W.Sam, K.S.Khoo	Acta Crystallogr.,Sect.C:Cryst.Struct.Commun. 	55	9900086	1999	C10 H11 Cl2 N3 O1	2-(4-Hydroxymethyl-2,6-dichlorophenylimino)imidazolidine				colorless			P21/n	14	13.73	8.54	19.741	90.0	96.363	90.0	2300.456	8.54	13.73	19.741	96.363	90.0	90.0	2300.456	287.557	1	8.0	2.0		parallelepiped			3.6	295	1.502	1.502	3				
HODRAU	Lan-Qin Chai, Yu-Jie Ding, Xiao-Qing Yang, Hai-Bo Yan, Wen-Kui Dong	Acta Crystallogr.,Sect.E:Struct.Rep.Online 	64	o1407	2008	C13 H10 Cl1 N3 O1 S1	N-(2-Chlorobenzoyl)-N'-(3-pyridyl)thiourea			442-444 K	colorless			P-1	2	8.421	9.282	10.512	98.336	110.797	112.532	670.858	8.421	9.282	10.512	98.336	110.797	112.532	670.858	335.429	1	2.0	1.0	acetone	needle			3.65	298	1.444	1.444	3		at 298 K		
HODSOL	I.Gumus	Sakarya University Journal of Science 	23	368	2019	C24 H27 Cl2 N5 O2 S2,C2 H4 O2	N,N'-[(3,6-dichloro-9H-carbazole-1,8-diyl)dicarbamothioyl]bis(2,2-dimethylpropanamide) acetic acid solvate				bronze			P21/c	14	8.8066	16.3049	20.6178	90.0	99.978	90.0	2915.745	8.8066	16.3049	20.6178	90.0	99.978	90.0	2915.745	728.93625	2	4.0	1.0	obtained by recrystallization of the reaction product from ethanol	block			7.32	104	1.395	1.395	3				
HODTAV	E.M.Elssfah, K.Chinnakali, H.-K.Fun, I.W.Mathison, E.K.Gan, M.Zubaid, T.W.Sam, K.S.Khoo	Acta Crystallogr.,Sect.C:Cryst.Struct.Commun. 	55	9900085	1999	C20 H25 Cl2 N3 O4	Ethyl 3,5-dichloro-4-(1,3-di-isobutyrylimidazolidin-2-ylideneamino)benzoate				colorless			C2/c	15	42.7786	9.2896	22.7485	90.0	104.407	90.0	8755.877	9.2896	21.88781	22.7485	104.072	90.0	102.2519	4377.938	547.2423125	1	16.0	2.0	ethyl acetate	needle			8.3	295	1.342	1.342	3				
HODYIK	Ren-Zun Zhang, Chang-Yu Meng, Jian-Wu Xie, Mei-Lan Xu, Wei-Dong Zhu	Eur.J.Org.Chem. 	2014	3104	2014	C29 H26 Cl3 N1 O6 S1	diethyl 2-((2-chlorophenyl)((4-methylphenyl)sulfonyl)carbonoimidoyl)-3-(2,5-dichlorophenyl)cyclopropane-1,1-dicarboxylate							P21/c	14	14.15	10.1085	21.2134	90.0	100.001	90.0	2988.158	10.1085	14.15	21.2134	100.001	90.0	90.0	2988.158	747.0395	1	4.0	1.0					4.68	296	1.385	1.385	3		296 K		
HOFBEL	S.J.Edeson, Julong Jiang, S.Swanson, P.A.Procopiou, H.Adams, A.J.H.M.Meijer, J.P.A.Harrity	Org.Biomol.Chem. 	12	3201	2014	C16 H10 Cl1 N1 O2	4-chloro-3-(2-oxo-2-phenylethylidene)-1,3-dihydro-2H-indol-2-one				yellow			P-1	2	5.3737	10.8985	11.5417	98.268	99.008	100.544	645.899	5.3737	10.8985	11.5417	98.268	99.008	100.544	645.899	322.9495	1	2.0	1.0	isopropyl alcohol	NEEDLE			5.51	100	1.459	1.459	3				
HOFHEQ	An-Le Xie, Tong-Jian Ding, Xiao-Ping Cao	Acta Crystallogr.,Sect.E:Struct.Rep.Online 	64	o1746	2008	C6 H4 Cl2 O2	3,6-dichlorobenzene-1,2-diol	3,6-Dichlorocatechol		108-109 deg.C	colorless			P21/c	14	7.4411	10.1283	10.6448	90.0	119.903	90.0	695.449	7.4411	9.47128	10.1283	90.0	90.0	103.0232	695.45	173.86225	1	4.0	1.0		block			3.01	296	1.71	1.71	3		at 296 K		
HOFJET	M.Saha, R.Nasani, M.Das, A.Mahata, B.Pathak, S.M.Mobin, L.M.Carrella, E.Rentschler, S.Mukhopadhyay	Dalton Trans. 	43	8083	2014	C11 H14 Cl1 N5 Ni1 O1	azido-(4-chloro-2-(((2-(dimethylamino)ethyl)imino)methyl)phenolato)-nickel(ii)				orange			P21/c	14	9.4997	12.1258	11.8494	90.0	100.933	90.0	1340.175	9.4997	11.8494	12.1258	90.0	90.0	100.933	1340.175	335.04375	1	4.0	1.0		block			4.78	150	1.618	1.618	3				
HOFKET	De-Suo Yang	Acta Crystallogr.,Sect.E:Struct.Rep.Online 	64	o1758	2008	C14 H10 Cl2 N2 O2	4-Chloro-N'-(5-chloro-2-hydroxybenzylidene)benzohydrazide				colorless			P21/n	14	5.921	31.245	7.428	90.0	92.182	90.0	1373.196	5.921	7.428	31.245	90.0	90.0	92.182	1373.196	343.299	1	4.0	1.0		block			3.75	298	1.495	1.495	3		at 298 K		
HOFPAU	K.Baranowska, N.Piwowarska	Acta Crystallogr.,Sect.E:Struct.Rep.Online 	64	o1781	2008	C6 Cl5 S1 1-,C9 H20 N1 1+	2,2,6,6-Tetramethylpiperidinium pentachlorobenzenethiolate				yellow			P-1	2	8.423	10.5081	11.6142	110.946	102.614	95.286	920.386	8.423	10.5081	11.6142	110.946	102.614	95.286	920.386	460.193	2	2.0	1.0	tetrahydrofuran	prism			3.37	120	1.529	1.529	3				
HOFZIM	G.Smith, U.D.Wermuth, J.M.White	Acta Crystallogr.,Sect.C:Cryst.Struct.Commun. 	64	o532	2008	C8 H3 Cl2 O4 1-,C7 H8 N1 O2 1+	3-carboxyanilinium 2-carboxy-4,5-dichlorobenzoate	3-carboxyanilinium hydrogen 4,5-dichlorophthalate		above 573 K	pale brown			P21/n	14	12.9028	7.4091	32.2323	90.0	96.012	90.0	3064.4	7.4091	12.9028	32.2323	96.012	90.0	90.0	3064.4	383.05	2	8.0	2.0		block			3.99	130	1.613	1.613	3				
HOFZOS	G.Smith, U.D.Wermuth, J.M.White	Acta Crystallogr.,Sect.C:Cryst.Struct.Commun. 	64	o532	2008	C8 H3 Cl2 O4 1-,C7 H8 N1 O2 1+	4-carboxyanilinium 2-carboxy-4,5-dichlorobenzoate	4-carboxyanilinium hydrogen 4,5-dichlorophthalate		above 573 K	colorless			C2/c	15	12.8552	7.5003	31.932	90.0	94.785	90.0	3068.085	7.44162	7.44162	31.932	85.8682	85.8682	60.5224	1534.043	383.510625	2	8.0	1.0		block			4.21	130	1.611	1.611	3				
HOHWEG	S.Siaka, O.V.Kayukova, Ya.S.Kayukov, P.M.Lukin, V.N.Khrustalev, V.N.Nesterov, O.E.Nasakin, M.Yu.Antipin	Zh.Org.Khim.(Russ.)(Russ.J.Org.Chem.) 	34	1330	1998	C13 H10 Cl1 N3 O2	1-Ethoxycarbonyl-2-(4-chlorophenylamino)-1,2-dicyanoethylene			165-167 deg.C				P21/n	14	10.028	13.123	10.407	90.0	107.27	90.0	1307.791	10.028	10.407	13.123	90.0	90.0	107.27	1307.791	326.94775	1	4.0	1.0					3.38	295	1.4	1.4	3				
HOJDOB	L.Lefrada, A.Bouchemma, S.Bouacida, N.Claiser, M.Souhassou	Acta Crystallogr.,Sect.E:Struct.Rep.Online 	70	o1061	2014	C18 H21 Cl2 N3	1,3-bis(4-Chlorophenyl)-5-propyl-1,3,5-triazinane				colorless			P-1	2	6.0785	10.319	14.436	91.57	91.946	99.055	893.192	6.0785	10.319	14.436	91.57	91.946	99.055	893.192	446.596	1	2.0	1.0	cyclohexane	prism			4.92	295	1.302	1.302	3		295 K		
HOLKEY	F.Toda, K.Tanaka, M.Watanabe, K.Tamura, I.Miyahara, T.Nakai, K.Hirotsu	J.Org.Chem. 	64	3102	1999	C32 H32 Cl2,C6 H14	trans-1,2-Di-t-butyl-1,2-diphenyl-3,8-dichlorocyclobuta(b)naphthalene hexane solvate			173-176 deg.C	colorless			P212121	19	18.059	20.54	8.479	90.0	90.0	90.0	3145.131	8.479	18.059	20.54	90.0	90.0	90.0	3145.131	786.28275	2	4.0	1.0		prismatic			5.5	150	1.212	1.211	3				
HOLSIL	P.D.Ahn, R.Bishop, D.C.Craig, M.L.Scudder	Acta Crystallogr.,Sect.E:Struct.Rep.Online 	65	o636	2009	C10 H6 Cl2 O2	1,4-Dichloronaphthalene-2,3-diol				colorless			P212121	19	5.0037	11.589	15.546	90.0	90.0	90.0	901.48	5.0037	11.589	15.546	90.0	90.0	90.0	901.48	225.37	1	4.0	1.0	chloroform	prism			2.2	294	1.688	1.69	3		at 294 K		
HOMPOP	J.Ballmann, M.G.G.Fuchs, S.Dechert, M.John, F.Meyer	Inorg.Chem. 	48	90	2009	C12 H6 Cl4 S2	3,3',5,5'-Tetrachloro-1,1'-biphenyl-2,2'-dithiol				colorless			P21/c	14	13.4957	13.4293	7.6701	90.0	99.86	90.0	1369.579	7.6701	13.4293	13.4957	90.0	99.86	90.0	1369.579	342.39475	1	4.0	1.0	THF/pentane	block			2.6	133	1.727	1.727	3				
HOMXUC	G.Buczak, Z.Dega-Szafran, A.Katrusiak, M.Szafran	J.Mol.Struct. 	436	143	1997	C7 H7 N1 O2,C6 H1 Cl5 O1,H2 O1	1-(Carboxymethyl)pyridinium pentachlorophenol monohydrate			144-145deg.C				P21/c	14	8.616	27.61	7.076	90.0	104.82	90.0	1627.298	7.076	8.616	27.61	90.0	90.0	104.82	1627.298	406.8245	3	4.0	1.0					5.83	295	1.72	1.72	3				
HOMXUF	Pengwei Tan, S.R.Wang	Org.Lett. 	21	6029	2019	C31 H20 Cl2 O2	1-(4-chlorophenyl)-3-[2-(4-chlorophenyl)-4,5-diphenylfuran-3-yl]prop-2-en-1-one				light colorless			P-1	2	9.8001	14.1648	17.9976	74.239	81.955	79.309	2352.077	9.8001	14.1648	17.9976	74.239	81.955	79.309	2352.077	588.01925	1	4.0	2.0		block			5.96	293	1.399	1.399	3		293 K		
HONJIF	L.Kathawate, P.V.Joshi, T.K.Dash, Sanjima Pal, M.Nikalje, T.Weyhermuller, V.G.Puranik, V.Badireenath Konkimalla, S.Salunke-Gawali	J.Mol.Struct. 	1075	397	2014	C16 H10 Cl1 N1 O3	2-((5-chloro-2-hydroxyphenyl)amino)-1,4-naphthoquinone				red			P2/c	13	12.1478	3.923	27.5931	90.0	96.2	90.0	1307.28	3.923	12.1478	27.5931	96.2	90.0	90.0	1307.28	326.82	1	4.0	1.0		plate			4.93	296	1.523	1.523	3		at 296 K		
HONQIK	Y.A.Al-Soud, P.B.Shrestha-Dawadi, M.Winkler, W.Wirschun, J.C.Jochims	J.Chem.Soc.,Perkin Trans.1 		3759	1998	C19 H19 Cl3 N3 1+,Cl6 Sb1 1-	2,3-Dihydro-2-isopropylidene-3,3-dimethyl-5-phenyl-1-(2,4,6-trichlorophenyl)-1H-1,2,4-triazol-2-ium hexachloroantimonate			113-116 deg.C.(dec.)	yellow			P21/a	14	14.877	13.542	28.729	90.0	104.5	90.0	5603.512	13.542	14.877	28.729	104.5	90.0	90.0	5603.512	700.439	2	8.0	2.0	dichloromethane/diethyl ether	needles			2.93	153	1.731	1.731	3				
HOQDAU	Kun Zhang, Jiao Geng, Chao Jin, Wei Huang	Dalton Trans. 	43	15351	2014	C27 H26 Cl2 N3 O2 Pb1 1+,N1 O3 1-	(hydrogen 7,19-dichloro-3-(2-phenylethyl)-3,11,15-triazatricyclo[15.3.1.1$5,9!]docosa-1(21),5(22),6,8,10,15,17,19-octaene-21,22-diolato)-lead(ii) nitrate				orange yellow			C2/m	12	20.254	10.682	13.612	90.0	98.762	90.0	2910.631	10.682	11.44912	13.612	97.7436	90.0	117.8073	1455.314	727.65775	2	4.0	0.5		block			6.91	291	1.745	1.745	3		291 K		
HOTCAV	H.-K.Fun, S.Chantrapromma, M.Padaki, Radhika, A.M.Isloor	Acta Crystallogr.,Sect.E:Struct.Rep.Online 	65	o1029	2009	C12 H13 Cl1 N2 O3	Ethyl 2-((4-chlorophenyl)hydrazono)-3-oxobutanoate			365 K	brown			P21/c	14	4.0259	17.0892	18.4934	90.0	96.802	90.0	1263.38	4.0259	17.0892	18.45475	90.0	95.7083	90.0	1263.38	315.845	1	4.0	1.0	methanol	needle			3.7	100	1.413	1.413	3				
HOTNEK	Ying-Lei Zhou, Fang-Ming Liu, De-Bao Yang, Jia-Wei Ye, Song-Wei Shen, Ting-Hong Fei	Z.Kristallogr.-New Cryst.Struct. 	224	285	2009	C25 H20 Cl2 N4 O2 S1	2-Chloro-N-(2-((3-(4-chlorophenyl)-3-oxo-1-phenyl-2-(1H-1,2,4-triazol-1-yl)propyl)sulfanyl)phenyl)acetamide				colorless			P-1	2	8.3869	11.3537	13.8221	110.927	102.585	97.404	1168.569	8.3869	11.3537	13.8221	110.927	102.585	97.404	1168.569	584.2845	1	2.0	1.0		block			3.18	153	1.453	1.453	3				
HOXMEP	K.Mahmood, Z.Akhter, B.Mirza, A.Kiran, V.Mckee	CSD Communication(Private Communication) 			2019	C13 H9 Cl1 N2 O1	2-(1H-benzo[d]imidazol-2-yl)-4-chlorophenol	2-(1H-benzimidazol-2-yl)-4-chlorophenol			colorless			P-1	2	3.773	5.742	23.878	93.434	90.818	92.897	515.64	3.773	5.742	23.878	93.434	90.818	92.897	515.64	257.82	1	2.0	1.0	ethanol	plate			4.6	150	1.576	1.576	3				
HOXTOE	A.Oueslati, A.Selmi, C.B.Nasr	Cryst.Res.Technol. 	43	108	2008	2(C7 H8 Cl2 N1 1+),H1 O4 P1 2-,2(H2 O1)	bis((3,4-dichlorobenzyl)ammonium) hydrogen phosphate dihydrate	bis((3,4-dichlorophenyl)methanaminium) hydrogen phosphate dihydrate						P21/n	14	9.081	6.501	35.423	90.0	91.09	90.0	2090.839	6.501	9.081	35.423	91.09	90.0	90.0	2090.839	522.70975	3	4.0	1.0					4.2	296	1.544	1.544	3		at 296.2 K		
HOYCIK	H.Lamraoui	CSD Communication(Private Communication) 			2019	C22 H20 Cl3 N3	1,3-bis(4-chlorophenyl)-5-[(4-chlorophenyl)methyl]-1,3,5-triazinane				colorless			P21/c	14	7.1503	12.9506	21.9709	90.0	96.637	90.0	2020.886	7.1503	12.9506	21.9709	90.0	96.637	90.0	2020.886	505.2215	1	4.0	1.0		plate			5.83	150	1.422	1.422	3				
HOZSAR	P.Basu, V.N.Nemykin, R.S.Sengar	Inorg.Chem. 	48	6303	2009	C24 H35 B1 Cl1 Mo1 N6 O2 P1 S1,C6 H6	(4-chlorobenzenethiolato-S)-(hydrogen tris(3,5-dimethyl-1-pyrazolyl)borato)-oxo-(trimethylphosphine oxide-O)-molybdenum(iv) benzene solvate				green			P21/c	14	18.15	11.194	18.367	90.0	106.14	90.0	3584.562	11.194	18.15	18.367	106.14	90.0	90.0	3584.562	896.1405	2	4.0	1.0	benzene/hexane	block			5.44	298	1.34	1.34	3		at 298 K		
HUBWAC	L.I.Goryunov, J.Grobe, V.D.Shteingarts, B.Krebs, A.Lindemann, E.-U.Wurthwein, C.Muck-Lichtenfeld	Chem.-Eur.J. 	6	4612	2000	C8 H6 Cl1 F4 P1 S1	Dimethyl(4-chloro-2,3,5,6-tetrafluorophenyl)phosphane sulfide				white			P21/c	14	11.664	10.189	18.655	90.0	98.22	90.0	2194.267	10.189	11.664	18.655	98.22	90.0	90.0	2194.267	274.283375	1	8.0	2.0		needles			4.88	213	1.675	1.674	3				
HUCDOB	A.L.Rheingold, A.S.Borovik	CSD Communication(Private Communication) 			2019	C26 H15 Cl6 Fe1 N6 O3 2-,2(C8 H20 N1 1+),C2 H3 N1,H2 O1	bis(tetraethylammonium) [2,2',2''-(nitrilo)tris[N-(3,5-dichlorophenyl)acetamidato]]-dicyano-iron acetonitrile solvate monohydrate				red			P21/n	14	12.516	12.403	33.514	90.0	91.53	90.0	5200.723	12.403	12.516	33.514	91.53	90.0	90.0	5200.723	1300.18075	4	4.0	1.0		block			5.68	200	1.338	1.338	3				
HUCMOJ	Bing Hu, Yue-Yuan Zhai, Ling Zhang, You-Ming Zhang, Tai-Bao Wei	Phosphorus,Sulfur,Silicon,Relat.Elem. 	189	1337	2014	C15 H14 Cl3 N3 O4 S2	ethyl 2-((5-(((2,4,5-trichlorophenoxy)acetyl)amino)-1,3,4-thiadiazol-2-yl)sulfanyl)propanoate							P-1	2	11.233	13.327	14.317	100.88	98.5	113.95	1862.425	11.233	13.327	14.317	100.88	98.5	113.95	1862.425	465.60625	1	4.0	2.0					6.51	293	1.679	1.679	3		at 293 K		
HUCXEJ	G.Smith, U.D.Wermuth, J.M.White	Acta Crystallogr.,Sect.E:Struct.Rep.Online 	65	o2111	2009	C6 H7 Cl1 N1 1+,C8 H3 Cl2 O4 1-	4-Chloroanilinium 2-carboxy-4,5-dichlorobenzoate	4-chloroanilinium hydrogen 4,5-dichlorophthalate		492 K	colorless			C2	5	12.8171	7.5954	16.0909	90.0	109.815	90.0	1473.718	7.4493	7.4493	15.63642	94.0905	100.1547	118.6981	736.86	368.4295	2	4.0	1.0		plate			6.19	130	1.634	1.634	3				
HUDBIT	A.J.Blake, R.Donamaria, Vito Lippolis, J.M.Lopez-de-Luzuriaga, E.Manso, Miguel Monge, M.Elena Olmos	Inorg.Chem. 	53	10471	2014	C22 H20 Ag1 Au1 Cl10 S4	bis(Pentachlorophenyl)-(1,4,8,11-tetrathiacyclotetradecane)-gold-silver				colorless			P21/n	14	8.4456	21.8643	17.2493	90.0	92.41	90.0	3182.389	8.4456	17.2493	21.8643	90.0	90.0	92.41	3182.389	795.59725	1	4.0	1.0		needle			4.77	183	2.237	2.237	3				
HUDDAM	B.T.Gowda, S.Foro, P.A.Suchetan, H.Fuess	Acta Crystallogr.,Sect.E:Struct.Rep.Online 	65	o2172	2009	C8 H5 Br3 Cl1 N1 O1	2,2,2-Tribromo-N-(4-chlorophenyl)acetamide				colorless			Pbca	61	9.7332	10.2462	23.898	90.0	90.0	90.0	2383.307	9.7332	10.2462	23.898	90.0	90.0	90.0	2383.307	297.913375	1	8.0	1.0	petroleum ether	long needle			7.97	299	2.265	2.265	3		at 299 K		
HUDJAT	A.Rivera, L.S.Nerio, M.Bolte	Acta Crystallogr.,Sect.E:Cryst.Commun. 	71	312	2015	C21 H26 Cl2 N2 O2	2,2'-(imidazolidine-1,3-diylbis(methylene))bis(4-chloro-3,5-dimethylphenol)				colorless			Pna21	33	20.1594	17.8088	5.612	90.0	90.0	90.0	2014.791	5.612	17.8088	20.1594	90.0	90.0	90.0	2014.791	503.69775	1	4.0	1.0		needle			3.48	173	1.35	1.349	3				
HUFDES	B.T.Gowda, M.Tokarcik, J.Kozisek, K.Shakuntala, H.Fuess	Acta Crystallogr.,Sect.E:Struct.Rep.Online 	66	o51	2010	C10 H7 Cl2 N1 O3	4-((3,5-Dichlorophenyl)amino)-4-oxobut-2-enoic acid	N-(3,5-Dichlorophenyl)maleamic acid			colorless			P-1	2	8.13786	16.5293	17.417	103.4502	100.6466	99.5964	2184.787	8.13786	16.5293	17.417	103.4502	100.6466	99.5964	2184.787	273.098375	1	8.0	4.0	ethanol	block			3.17	295	1.581	1.581	3		at 295 K		
