[REFCODE]	[_publ_authors]	[_journal_name_full]	[_journal_volume]	[_journal_pages]	[_journal_year]	[_chemical_formula_moiety]	[_chemical_name_systematic]	[_chemical_name_common]	[_chemical_compound_source]	[_chemical_melting_point]	[_exptl_crystal_colour]	[_chemical_QUAL]	[_chemical_NOTE]	[_symmetry_space_group_name]	[_symmetry_Int_Tables_number]	[_cell_length_a]	[_cell_length_b]	[_cell_length_c]	[_cell_angle_alpha]	[_cell_angle_beta]	[_cell_angle_gamma]	[_cell_volume]	[_rcell_length_a]	[_rcell_length_b]	[_rcell_length_c]	[_rcell_angle_alpha]	[_rcell_angle_beta]	[_rcell_angle_gamma]	[_rcell_volume]	[_molecular_volume]	[_cell_RESIDUES]	[_cell_formula_units_Z]	[_cell_formula_units_Zprime]	[_exptl_crystal_preparation]	[_exptl_crystal_description]	[POLYMORPH]	[_exptl_crystal_NOTES]	[_refine_ls_R_factor]	[_cell_measurement_temperature]	[_exptl_crystal_density_CCDC]	[_exptl_crystal_density_diffrn]	[_diffrn_measurement_device]	[_exptl_DISORDER]	[_exptl_QUAL]	[_ccdc_REMARK]	[PREF]	[BATC]	[ADAT]	[MDAT]	[NBSI]	[CDRE]	[MSDB]	[NBIT]	[MATF]	[CATF]	[CCOM]	[_ccdc_NOTES]	[_ccdc_RMARKS]	[_ccdc_QUAL]	[_ccdc_PROPS]	
HEQPEA	P.G.Jones, O.Crespo	CSD Communication(Private Communication) 			2013	C52 H28 Au3 F15 Fe1 P2 Se1,C6 H14	(mu!3$-Seleno)-(mu!2$-ferrocenyl-1,1'-bis(diphenylphosphine))-tris(pentafluorophenyl)-tri-gold hexane solvate				yellow			P21/n	14	17.6036	18.665	18.0341	90.0	104.156	90.0	5745.549	17.6036	18.0341	18.665	90.0	90.0	104.156	5745.549	1436.38725	2	4.0	1.0		tablet			2.46	143	2.094	2.094	3				O8100113	998	20130425	20130425	0	0	0	108	3	3			"CCDC: CCDC 927299	"TEMP: at 143 K "CONTRIB: contribution from Institut fur Anorganische und Analytische Chemie, Technische Universitat Braunschweig, Postfach 3329,38023 Braunschweig, Germany	"COLOR: yellow "HABIT: tablet	
HEXANE01	R.Boese, D.Blaeser, H.-C.Weiss	Angew.Chem.,Int.Ed. 	38	988	1999	C6 H14	n-Hexane	Teaching Subset: Fundamental Chemistry, Symmetry		178 K	colorless			P-1	2	4.1309	4.6963	8.539	83.4	87.265	75.172	159.049	4.1309	4.6963	8.539	83.4	87.265	75.172	159.049	159.049	1	1.0	0.5		cylindric			3.42	90	0.9	0.9	3				HEXANE01	361	19990630	20201020	702211	0	0	20	3	3			"CCDC: CCDC 103189 "ARCH: 980925X "DOI: 10.1002/(SICI)1521-3773(19990401)38:7<988::AID-ANIE988>3.0.CO;2-0	"TEMP: at 90 K	"MP: 178 K "COLOR: colorless "HABIT: cylindric	
HEXWIS	S.Ibanez, F.Estevan, P.Hirva, M.Sanau, Ma Angeles Ubeda	Organometallics 	31	8098	2012	C46 H42 O4 P2 Pd2,C6 H14	bis(mu!2$-2-(diphenylphosphanyl)phenyl)-bis(acetylacetonato)-di-palladium(ii) n-hexane solvate				yellow			C2/c	15	16.82	26.049	10.766	90.0	91.002	90.0	4716.339	10.766	15.50373	15.50373	114.2988	90.5435	90.5435	2358.17	1179.08475	2	4.0	0.5		prismatic			4.46	293	1.436	1.436	3		293 K		HEXWIS	0	20130617	20180605	0	0	0	141	3	3			"CCDC: CCDC 944602 "DOI: 10.1021/om300400k	"TEMP: 293 K	"COLOR: yellow "HABIT: prismatic	
HEXYEQ	H.Sakaba, H.Oike, Y.Arai, Eunsang Kwon	Organometallics 	31	8172	2012	C37 H44 N2 O2 Si1 W1,0.5(C6 H14)	(eta$5!-pentamethylcyclopentadienyl)-([4-(dimethyliminio)pyridin-1(4H)-yl](diphenyl)silyl)-(3,3-dimethylbut-1-yn-1-ide)-dicarbonyl-tungsten n-heaxne solvate				yellow			C2/c	15	35.081	11.577	19.643	90.0	107.81	90.0	7595.344	11.577	18.47095	19.643	106.8852	90.0	108.2633	3797.671	1898.836	2	4.0	0.5		prism			2.39	173	0.703	1.406	3				HEXYEQ	0	20130617	20131204	0	0	0	162	3	3			"CCDC: CCDC 944620 "DOI: 10.1021/om300772c	"TEMP: at 173 K	"COLOR: yellow "HABIT: prism	
HEZPUY	G.M.Ferrence, A.J.Arduengo III, A.Jockisch, Hyo-Joong Kim, R.McDonald, J.Takats	J.Alloys Compd. 	418	184	2006	C38 H63 B1 N10 Yb1,0.5(C6 H14)	(Hydrogen tris(3-t-butyl-5-methylpyrazolyl)borato)-(1,3,4,5-tetramethyl-2H,3H-imidazoly-2-ylidene)-(3,4,5-trimethyl-1-methylene-2H,3H-imidazoly-2-ylidene-C)-ytterbium(ii) hexane solvate				deep red-purple			P21/n	14	14.063	18.9408	16.8714	90.0	93.078	90.0	4487.458	14.063	16.8714	18.9408	90.0	90.0	93.078	4487.458	1121.8645	2	4.0	1.0					3.42	193	1.313	1.313	3				Q5011502	752	20070725	20070725	0	0	0	203	3	3			"CCDC: CCDC 279426 "DOI: 10.1016/j.jallcom.2005.09.091	"TEMP: at 193 K	"COLOR: deep red-purple	
HIDJAF	L.V.Rybin, S.V.Osintseva, P.V.Petrovskii, M.I.Rybinskaya, F.M.Dolgushin, A.I.Yanovsky, Yu.T.Struchkov	J.Organomet.Chem. 	479	C25	1994	C40 H26 O10 Ru3,0.5(C6 H14)	bis(mu!2$-2,3-eta-3-Phenyl-1-p-tolylprop-2-enone-C,O)-octacarbonyl-tri-ruthenium n-hexane solvate				orange-red			P42bc	106	22.84	22.84	15.333	90.0	90.0	90.0	7998.699	15.333	22.84	22.84	90.0	90.0	90.0	7998.699	999.837375	2	8.0	1.0					5.0	153	1.682	1.694	3				HIDJAF	249	19950908	20020712	647244	0	0	134	3	3			"DOI: 10.1016/0022-328X(94)84123-3	"TEMP: at 153 K	"COLOR: orange-red	
HIPFAP	P.Jones	CSD Communication(Private Communication) 			2013	C36 H24 F2 Ir1 N5 O2,C6 H14	bis(2-(6-fluoro-3-methylquinoxalin-2-yl)phenyl)-(pyridine-2-carboxylate)-iridium hexane solvate				red			P21/n	14	17.9797	9.6581	21.0435	90.0	99.19	90.0	3607.294	9.6581	17.9797	21.0435	99.19	90.0	90.0	3607.294	901.8235	2	4.0	1.0		prism			3.2	133	1.611	1.611	3				HIPFAP	0	20131114	20140623	0	0	0	180	3	3			"CCDC: CCDC 971999	"TEMP: at 133 K "CONTRIB: contribution from Institut fur Anorganische und Analytische Chemie, Technische Universitat Braunschweig, Postfach 3329, 38023 Braunschweig, Germany	"COLOR: red "HABIT: prism	
HIXFUR	O.Crespo, M.Concepcion Gimeno, A.Laguna, O.Lehtonen, I.Ospino, P.Pyykko, M.Dolores Villacampa	Chem.-Eur.J. 	20	3120	2014	C46 H55 Au1 B19 P3 Pt1 S2,0.5(C6 H14)	(mu!2$-1,2-dicarbadodecaborane-1,2-dithiolato)-(triphenylphosphine)-(7,8-bis(diphenylphosphino)-9,10-muH-7,8-dicarba-nido-undecaborate(10))-gold-platinum n-hexane solvate				yellow			P-1	2	11.575	13.389	19.235	78.242	85.205	78.588	2857.838	11.575	13.389	19.235	78.242	85.205	78.588	2857.838	1428.919	2	2.0	1.0		irregular prism			4.31	173	1.633	1.631	3				HIXFUR	0	20140408	20150807	0	0	0	122	3	3			"CCDC: CCDC 961296 "DOI: 10.1002/chem.201303735	"TEMP: 173 K	"COLOR: yellow "HABIT: irregular prism	
HIZVOB	Yang Jie Wu, Li Ding, Zhi Xian Zhou, Chen Xia Du, Wen Ling Wang	J.Organomet.Chem. 	564	233	1998	C48 H40 Cl2 Fe2 N2 Sn1,0.5(C6 H14)	Dichloro-bis((eta$5!-cyclopentadienyl)-(eta$5!-2-(N-benzylidene-(p-tolyl)amine)cyclopentadienyl)-iron)-tin hexane solvate			above 232deg.C(dec.)	red			C2/c	15	32.61	14.415	20.56	90.0	111.105	90.0	9016.416	14.415	17.82698	20.56	109.2285	90.0	113.8475	4508.208	1127.052	2	8.0	1.0	dichloromethane/hexane	prism			3.7	295	1.457	1.457	3			x(C20) is 0.2704 not 0.2404	D0481201	370	19991005	20030424	713808	0	0	174	3	3			"REMARK: x(C20) is 0.2704 not 0.2404 "DOI: 10.1016/S0022-328X(98)00634-2		"MP: above 232deg.C(dec.) "COLOR: red "HABIT: prism "SOURCE-CHEM: dichloromethane/hexane	
HOCGUD	K.Nagata, T.Agou, N.Tokitoh	Angew.Chem.,Int.Ed. 	53	3881	2014	C60 H115 Al1 P2 Pt1 Si4,C6 H14	(4-t-Butyl-2,6-bis(bis(trimethylsilyl)methyl)phenyl)-bis(tricyclohexylphosphine)-aluminium-platinum n-hexane solvate				red		air- and moisture-sensitive; hygroscopic; heat-sensitive; light-sensitive	P-1	2	12.5246	13.9973	21.9295	89.9651	83.0595	73.3812	3654.56	12.5246	13.9973	21.9295	89.9651	83.0595	73.3812	3654.56	1827.28	2	2.0	1.0		cube			4.23	103	1.199	1.196	3		synchrotron radiation		HOCGUD	0	20140410	20140506	0	0	0	111	3	3			"CCDC: CCDC 948113 "DOI: 10.1002/anie.201310559	"TEMP: at 103 K "RADIATION: synchrotron radiation	"COLOR: red "HABIT: cube "SENS: air- and moisture-sensitive; hygroscopic; heat-sensitive; light-sensitive	
HOCWOM	A.V.Zabula, T.Pape, A.Hepp, F.M.Schappacher, U.Ch.Rodewald, R.Pottgen, F.E.Hahn	J.Am.Chem.Soc. 	130	5648	2008	C29 H37 N5 O1 Pb1 Sn2,0.25(C6 H14),0.5(C4 H8 O1)	(mu!3$-Oxo)-(mu!3$-2,6-bis(2-(neopentylamido)phenylamidomethyl)pyridine)-lead(ii)-di-tin(ii) n-hexane tetrahydrofuran solvate				red			P-1	2	13.944	17.45	18.007	114.633	112.534	91.377	3589.508	13.944	17.45	18.007	114.633	112.534	91.377	3589.508	897.377	3	4.0	2.0		prism			4.68	153	1.802	1.802	3				S7161102	822	20081015	20081015	0	0	0	158	3	3			"CCDC: CCDC 692363 "DOI: 10.1021/ja801000b	"TEMP: at 153 K	"COLOR: red "HABIT: prism	
HOMJUP	Wenjuan Zhang, K.Nomura	Organometallics 	27	6400	2008	C52 H52 F20 N2 O4 Si2 V2,C6 H14	bis(mu!2$-Pentafluorophenolato-O,O)-bis(adamantan-1-ylimino)-bis(pentafluorophenolato-O)-bis((trimethylsilyl)methyl)-di-vanadium n-hexane solvate				yellow			C2/c	15	24.7958	12.7253	21.619	90.0	111.4013	90.0	6351.168	12.7253	13.93525	21.58623	71.3112	72.8572	62.8329	3175.584	1587.792	2	4.0	0.5		block			3.88	193	1.457	1.457	3				V0890102	860	20090703	20090703	0	0	0	148	3	3			"CCDC: CCDC 716390 "DOI: 10.1021/om8007822	"TEMP: at 193 K	"COLOR: yellow "HABIT: block	
HONHAW	Jiapeng Li, Jianhao Yin, Gao-Xiang Wang, Zhu-Bao Yin, Wen-Xiong Zhang, Zhenfeng Xi	Chem.Commun. 	55	9641	2019	C44 H46 Cr1 N2 P1,0.5(C6 H14)	(3-{[2-(diphenylphosphanyl)phenyl]methyl}-1,2,4,5-tetraethylcyclopentadienyl)-(diphenyldiazene)-chromium(i) n-hexane solvate				dark red			P-1	2	11.3491	11.6086	17.2859	96.567	98.37	115.198	1998.765	11.3491	11.6086	17.2859	96.567	98.37	115.198	1998.765	999.3825	2	2.0	1.0		block			4.05	180	1.211	1.211	3				HONHAW	0	20190724	20190809	0	0	0	110	3	3			"CCDC: CCDC 1907373 "DOI: 10.1039/C9CC02960E	"TEMP: 180.0 K	"COLOR: dark red "HABIT: block	
HONVEO	Jiapeng Li, Jianhao Yin, Gao-Xiang Wang, Zhu-Bao Yin, Wen-Xiong Zhang, Zhenfeng Xi	Chem.Commun. 	55	9641	2019	C70 H80 Cr2 N2 P2 Si1,C6 H14	(mu-dinitrogen)-bis(([2-(diphenylphosphanyl)phenyl]methyl)tetraethylcyclopentadienyl)-hydrido-(phenylsilyl)-di-chromium hexane solvate				dark blue			P21/n	14	17.7239	21.5839	17.9159	90.0	94.801	90.0	6829.696	17.7239	17.9159	21.5839	90.0	90.0	94.801	6829.696	1707.424	2	4.0	1.0		block			3.83	180	1.196	1.196	3				HONVEO	0	20190724	20190808	0	0	0	110	3	3			"CCDC: CCDC 1907372 "DOI: 10.1039/C9CC02960E	"TEMP: 180.0 K	"COLOR: dark blue "HABIT: block	
HONXIS	R.D.Adams, M.B.Hall, W.C.Pearl Junior, Xinzheng Yang	Inorg.Chem. 	48	652	2009	C44 H66 O8 P2 Pt2 Re2 Sb2,0.5(C6 H14)	bis(mu!2$-hydrido)-octacarbonyl-diphenyl-bis(tri-t-butylphosphine)-di-antimony-di-platinum-di-rhenium n-hexane solvate							P21/c	14	20.0255	13.6683	21.6654	90.0	96.986	90.0	5886.109	13.6683	20.0255	21.6654	96.986	90.0	90.0	5886.109	1471.52725	2	4.0	1.0	dichloromethane/hexane	plate			4.26	294	2.07	2.07	3		at 294 K		V1650203	860	20090703	20090703	0	0	0	150	3	3			"CCDC: CCDC 718977 "DOI: 10.1021/ic801876s	"TEMP: at 294 K	"HABIT: plate "SOURCE-CHEM: dichloromethane/hexane	
HOPSEL	T.Cantat, C.R.Graves, K.C.Jantunen, C.J.Burns, B.L.Scott, E.J.Schelter, D.E.Morris, P.J.Hay, J.L.Kiplinger	J.Am.Chem.Soc. 	130	17537	2008	C48 H56 N4 Th1,0.5(C6 H14)	bis(N-(Diphenylmethylene)-N'-methylhydrazonato-N,N')-bis(eta$5!-pentamethyl-cyclopentadienyl)-thorium(iv) n-hexane solvate				colorless			P2/c	13	17.104	19.452	13.778	90.0	101.422	90.0	4493.251	13.778	17.104	19.452	90.0	90.0	101.422	4493.251	1123.31275	2	4.0	1.0		rectangular block			3.57	203	1.425	1.425	3				V1810504	860	20090703	20090703	0	0	0	120	3	3			"CCDC: CCDC 719315 "DOI: 10.1021/ja8067287	"TEMP: at 203 K	"COLOR: colorless "HABIT: rectangular block	
HOVMAJ	Bingqiong Yu, Yanhong Liu, Xian Peng, Siyu Hua, Gangcheng Zhou, Kun Yan, Yi Liu	Metallomics 	12	104	2020	C30 H24 Au1 Cl4 N4 S2 1+,0.5(C6 H14),C1 F3 O3 S1 1-	bis[1,3-bis(4-chlorophenyl)imidazolidine-2-thione]-gold trifluoromethanesulfonate n-hexane solvate				colorless			P21212	18	18.2211	18.9776	11.15	90.0	90.0	90.0	3855.589	11.15	18.2211	18.9776	90.0	90.0	90.0	3855.589	963.89725	3	4.0	1.0		block			2.74	200	1.784	1.784	3				HOVMAJ	0	20191122	20200205	0	0	0	155	3	3			"CCDC: CCDC 1856988 "DOI: 10.1039/C9MT00232D	"TEMP: 200 K	"COLOR: colorless "HABIT: block	
HUGDOE	J.Hicks, E.J.Underhill, C.E.Kefalidis, L.Maron, C.Jones	Angew.Chem.,Int.Ed. 	54	10000	2015	C51 H42 Hg1 I1 N1 Si1,C6 H14	Iodo-(N-(2,6-bis(diphenylmethyl)-4-methylphenyl)-1,1,1-triphenylsilanaminato)-mercury(ii) n-hexane solvate				orange			P-1	2	13.403	14.111	14.143	65.08	85.38	88.06	2417.942	13.403	14.111	14.143	65.08	85.38	88.06	2417.942	1208.971	2	2.0	1.0		block			4.94	100	1.525	1.525	3		synchrotron		HUGDOE	0	20150706	20160727	0	0	0	104	3	3			"CCDC: CCDC 1403333 "DOI: 10.1002/anie.201504818	"TEMP: 100 K "RADIATION: synchrotron	"COLOR: orange "HABIT: block	
HUPCUS	Awal Noor, S.Schwarz, R.Kempe	Organometallics 	34	2122	2015	C40 H59 Cl2 Cr1 N2 O2,0.5(C6 H14)	dichloro-(N-(2,6-diisopropylphenyl)-6-(2,4,6-triisopropylphenyl)pyridin-2-aminato)-bis(tetrahydrofuran)-chromium(iii) n-hexane solvate				green			P-1	2	10.594	14.89	15.403	63.156	86.6	78.347	2121.812	10.594	14.89	15.403	63.156	86.6	78.347	2121.812	1060.906	2	2.0	1.0		prism			4.43	190	1.199	1.199	3				HUPCUS	0	20150708	20160708	0	0	0	158	3	3			"CCDC: CCDC 1036857 "DOI: 10.1021/om501230g	"TEMP: 190 K	"COLOR: green "HABIT: prism	
HURSAP	A.J.Blake, N.L.Gillibrand, G.J.Moxey, D.L.Kays	Inorg.Chem. 	48	10837	2009	C32 H48 N4 Si4 Zn2,C6 H14	bis(mu!2$-N,N'-bis(trimethylsilyl)naphthalene-1,8-diamido)-di-zinc(ii) hexane solvate				colorless			P-1	2	9.1441	9.9967	12.2605	104.502	102.791	92.593	1052.074	9.1441	9.9967	12.2605	104.502	102.791	92.593	1052.074	1052.074	2	1.0	0.5		block			2.85	150	1.291	1.291	3				HURSAP	914	20101214	20170718	0	0	0	143	3	3			"CCDC: CCDC 790619 "DOI: 10.1021/ic901745v	"TEMP: at 150 K	"COLOR: colorless "HABIT: block	
HURXUO	M.Schley, S.Fritzsche, P.Lonnecke, E.Hey-Hawkins	Dalton Trans. 	39	4090	2010	C67 H89 B2 Cu1 La1 N14 O4,C6 H14	(mu!2$-3,4-bis((3,5-di-t-butylsalicylidene)amino)benzoato)-bis(hydrogen tris(3,5-dimethylpyrazol-1-yl)borate)-copper(ii)-lanthanum(iii) hexane solvate				orange brown			P21/c	14	16.5597	22.6673	21.8126	90.0	107.794	90.0	7795.972	16.5597	21.8126	22.6673	90.0	90.0	107.794	7795.972	1948.993	2	4.0	1.0		platelet			3.66	213	1.248	1.248	3				HURXUO	914	20101214	20180316	0	0	0	228	3	3			"CCDC: CCDC 736172 "DOI: 10.1039/b920706f	"TEMP: at 213 K	"COLOR: orange brown "HABIT: platelet	
HUXCAG	Juean Deng, Haiyang Gao, Fangming Zhu, Qing Wu	Organometallics 	32	4507	2013	C18 H25 Cl2 N3 Pd1,C6 H14,0.1(H2 O1)	dichloro-(1-(1-((2,6-diisopropylphenyl)imino)ethyl)-3-methylimidazol-2-ylidene)-palladium(ii) hexane solvate hydrate				yellow			R3c	161	31.273	31.273	15.0227	90.0	90.0	120.0	12723.826	15.0227	18.73702	18.73702	113.1327	105.501	105.501	4241.276	706.879222222	3	18.0	1.0		block			3.73	173	1.289	1.288	3				HUXCAG	0	20151113	20180110	0	0	0	146	3	3			"CCDC: CCDC 957619 "DOI: 10.1021/om400268y	"TEMP: 173 K	"COLOR: yellow "HABIT: block	
HUYXEF	Chengbao Ni, G.J.Long, F.Grandjean, P.P.Power	Inorg.Chem. 	48	11594	2009	C64 H86 Fe2 N2,C6 H14	bis(mu!2$-Dimethylamido)-bis(2,6-bis(2,6-di-isopropylphenyl)phenyl)-di-iron(ii) n-hexane solvate	bis(mu!2$-Dimethylamido)-bis(2,2'',6,6''-tetraisopropyl-1,1':3',1''-terphenyl-2'-yl)-di-iron(ii) n-hexane solvate			colorless			P21/n	14	16.5044	10.4869	18.931	90.0	103.329	90.0	3188.314	10.4869	16.5044	18.931	103.329	90.0	90.0	3188.314	1594.157	2	2.0	0.5		plate		Isomorphous with the di-manganese benzene solvated analogue	3.93	90	1.126	1.126	3				Y2080303	915	20110104	20110104	0	0	0	106	3	3			"CCDC: CCDC 718364 "DOI: 10.1021/ic901462t	"TEMP: at 90 K	"COLOR: colorless "HABIT: plate "ISO: Isomorphous with the di-manganese benzene solvated analogue	
HUZRAY	M.Fischer, M.C.Wolff, E.del Horno, M.Schmidtmann, R.Beckhaus	Organometallics 	39	3232	2020	C43 H43 N1 Ti1,0.5(C6 H14)	(2,6-dimesitylanilido)-(4-methylphenylethynyl)-bis(cyclopentadienyl)-titanium(iv) hexane solvate				orange			P21/n	14	15.2386	14.874	16.448	90.0	100.719	90.0	3663.035	14.874	15.2386	16.448	100.719	90.0	90.0	3663.035	915.75875	2	4.0	1.0		plate			4.93	120	1.205	1.205	3				HUZRAY	0	20200907	20200922	0	0	0	96	3	3			"CCDC: CCDC 1986730 "DOI: 10.1021/acs.organomet.0c00452	"TEMP: 120 K	"COLOR: orange "HABIT: plate	
IBIHUZ	S.Takano, T.Kochi, F.Kakiuchi	Organometallics 	35	4112	2016	C52 H46 N2 O2 P2 Rh2,0.5(C6 H14)	(cycloocta-1,5-diene)-(mu-2-((diphenylphosphino)methyl)quinolin-8-olato)-(2-((diphenylphosphino)methyl)quinolin-8-olato)-di-rhodium hexane solvate				red			P21/c	14	13.3742	23.9873	14.8366	90.0	109.445	90.0	4488.255	13.3742	14.8366	23.9873	90.0	90.0	109.445	4488.255	1122.06375	2	4.0	1.0		block			3.5	93	1.542	1.542	3				IBIHUZ	0	20170103	20170109	0	0	0	193	3	3			"CCDC: CCDC 1513632 "DOI: 10.1021/acs.organomet.6b00853	"TEMP: 93 K	"COLOR: red "HABIT: block	
ICALEE	R.J.Wright, P.P.Power, B.L.Scott, J.L.Kiplinger	Organometallics 	23	4801	2004	C58 H82 I1 N4 U1,C6 H14	(eta$2!-2-(2,6-diisopropyphenylimino)-4-(2,6-diisopropylphenylimido)pent-3-enyl)-(2-(2,6-diisopropyphenylimino)-4-(2,6-diisopropylphenylimido)pent-3-enyl)-iodo-uranium(iii) hexane solvate				dark blue			P-1	2	12.225	14.361	19.449	71.585	75.007	83.868	3128.222	12.225	14.361	19.449	71.585	75.007	83.868	3128.222	1564.111	2	2.0	1.0		parallelepiped			4.7	203	1.366	1.366	3				ICALEE	603	20050210	20160128	0	0	0	142	3	3			"CCDC: CCDC 239754 "DOI: 10.1021/om049342u	"TEMP: at 203 K	"COLOR: dark blue "HABIT: parallelepiped	
ICIHIO	Shreeyukta Singh, Guocang Wang, J.X.Mao, J.A.Flores, Xiaodi Kou, C.Campana, P.Kroll, H.V.Rasika Dias	Eur.J.Inorg.Chem. 		5435	2016	C36 H42 Au1 F14 N3 S1,0.5(C6 H14)	(N'-(2,6-di-isopropylphenyl)-N-(1-((2,6-di-isopropylphenyl)amino)-2,2,3,3,4,4,4-heptafluorobutylidene)-2,2,3,3,4,4,4-heptafluorobutanimidamido)-tetrahydrothiophene-gold(i) hexane solvate				colorless			P-1	2	11.834	13.1493	13.6897	93.253	94.881	94.599	2111.341	11.834	13.1493	13.6897	93.253	94.881	94.599	2111.341	1055.6705	2	2.0	1.0		rods			4.85	100	1.659	1.659	3				ICIHIO	0	20170104	20170601	0	0	0	156	3	3			"CCDC: CCDC 1446521 "DOI: 10.1002/ejic.201600878	"TEMP: 100.2 K	"COLOR: colorless "HABIT: rods	
ICIPOC	A.I.Poddel'sky, N.O.Druzhkov, G.K.Fukin, V.K.Cherkasov, G.A.Abakumov	Polyhedron 	124	41	2017	C41 H45 N2 O2 Sb1,0.5(C6 H14)	(3,6-Di-t-butyl-4-(((pyridin-2-yl)methylidene)amino)benzene-1,2-diolato)-tris(4-methylphenyl)-antimony n-hexane solvate				orange			P21/c	14	11.0263	16.9052	21.3048	90.0	99.618	90.0	3915.432	11.0263	16.9052	21.3048	90.0	99.618	90.0	3915.432	978.858	2	4.0	1.0		parallelepiped			3.75	100	1.294	1.294	3				ICIPOC	0	20170104	20170114	0	0	0	171	3	3			"CCDC: CCDC 1490555 "DOI: 10.1016/j.poly.2016.12.015	"TEMP: 100 K	"COLOR: orange "HABIT: parallelepiped	
ICIWOK	G.Hierlmeier, P.Coburger, D.J.Scott, T.M.Maier, S.Pelties, R.Wolf, D.M.Pividori, K.Meyer, N.P.Leest, Bas Bruin	Chem.-Eur.J. 			2021	C58 H80 Co1 N2 P3,0.5(C6 H14)	(eta$4!-4,5-di-t-butyl-2,2-dicyclohexyl-1,2,3-triphospholato)-(N$1!,N$2!-bis(2,6-di-isopropylphenyl)acenaphthylene-1,2-diamino)-cobalt n-hexane solvate				dark blue			P21/n	14	13.0484	12.0775	35.3534	90.0	97.138	90.0	5528.235	12.0775	13.0484	35.3534	97.138	90.0	90.0	5528.235	1382.05875	2	4.0	1.0		block			4.01	123	1.202	1.202	3				ICIWOK	0	20210928	20211013	0	0	0	213	3	3			"CCDC: CCDC 2101041 "DOI: 10.1002/chem.202102335	"TEMP: 123 K	"COLOR: dark blue "HABIT: block	
IDEDUR	Hongping Zhu, R.B.Oswald, Hongjun Fan, H.W.Roesky, Qingjun Ma, Zhi Yang, H.-G.Schmidt, M.Noltemeyer, K.Starke, N.S.Hosmane	J.Am.Chem.Soc. 	128	5100	2006	C51 H57 Al1 N2,0.5(C6 H14)	2-Phenylethynyl-1,2-diphenylethenyl-(N,N'-bis(2,6-di-isopropylphenyl)pent-2-en-4-imine-2-amido)-aluminium hexane solvate			187deg.C	colorless			P21/n	14	14.641	19.674	16.162	90.0	99.78	90.0	4587.76	14.641	16.162	19.674	90.0	90.0	99.78	4587.76	1146.94	2	4.0	1.0		cubic			4.3	133	1.112	1.112	3				N5181103	691	20060803	20060803	0	0	0	162	3	3			"CCDC: CCDC 608964 "DOI: 10.1021/ja057731p	"TEMP: at 133 K	"MP: 187deg.C "COLOR: colorless "HABIT: cubic	
IDEXOH	M.Manen, M.-F.Meyer, M.Schmidtmann, R.Beckhaus	Organometallics 	37	4515	2018	C42 H46 B1 O4 Ti1,C6 H14	(2H-2,2'-spirobi[[1,3,2]benzodioxaborole])-bis(1-adamantylcyclopentadienyl)-titanium hexane solvate				blue	absolute configuration		P212121	19	10.7635	10.9388	32.7761	90.0	90.0	90.0	3859.051	10.7635	10.9388	32.7761	90.0	90.0	90.0	3859.051	964.76275	2	4.0	1.0		block			3.09	100	1.308	1.308	3		absolute configuration		IDEXOH	0	20180803	20181217	0	0	0	163	3	3			"CCDC: CCDC 1843644 "DOI: 10.1021/acs.organomet.8b00343	"TEMP: 100 K "ABS-CONFIG: absolute configuration	"COLOR: blue "HABIT: block	
IDIVEW	T.Sasamori, N.Takeda, M.Fujio, M.Kimura, S.Nagase, N.Tokitoh	Angew.Chem.,Int.Ed. 	41	139	2002	C48 H96 Bi1 P1 Si7,0.5(C6 H14)	1-(2,6-bis[bis(trimethylsilyl)methyl]-4-[tris(trimethylsilyl)methyl]phenyl)-2-(2,4,6-tri-t-butylphenyl)phosphabismuthene hexane solvate			120-121.2deg.C(dec.)	green			P-1	2	12.7372	14.6943	18.5933	107.5367	95.2385	107.9837	3090.273	12.7372	14.6943	18.5933	107.5367	95.2385	107.9837	3090.273	1545.1365	2	2.0	1.0		prism			2.01	93	1.239	1.239	3				G1470101	468	20020501	20020713	775451	0	0	116	3	3			"CCDC: CCDC 168594 "DOI: 10.1002/1521-3773(20020104)41:1<139::AID-ANIE139>3.0.CO;2-3	"TEMP: at 93 K	"MP: 120-121.2deg.C(dec.) "COLOR: green "HABIT: prism	
IGOCOY	Roop Shikha Singh, R.K.Gupta, R.P.Paitandi, M.Dubey, G.Sharma, B.Koch, D.S.Pandey	Chem.Commun. 	51	9125	2015	C20 H16 B1 F2 N3 S1,0.5(C6 H14)	difluoro(6-methyl-2-(methylsulfanyl)-3-((1H-pyrrol-2-yl)(2H-pyrrol-2-ylidene)methyl)quinolinato)borate hexane solvate				colorless			P21/n	14	16.3271	8.327	16.9926	90.0	109.759	90.0	2174.222	8.327	16.3271	16.9926	109.759	90.0	90.0	2174.222	543.5555	2	4.0	1.0		plate			4.5	296	1.29	1.29	3		296 K		IGOCOY	0	20150505	20150602	0	0	0	190	3	3			"CCDC: CCDC 1039758 "DOI: 10.1039/C5CC02488A	"TEMP: 296 K	"COLOR: colorless "HABIT: plate	
